X(m),Y(m),Z(m),Distance(m),Capacity(MBit/sec),DelaySpread(sec),Interference (dB),Noise (dB),SNR (dB),SIR (dB),SINR (dB),Environment,Base Station Type,Base Station Code,Base Station Coordinates,Total Capacity (Gbps),Total Bandwidth (GHz),number of interfaces,Net delay(ms)
0.0,500.0,300.0,634.192,301.5493,2.85095e-07,-250.0,-87.9897,2.656797,164.6671,2.656797,dense urban air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
0.0,950.0,300.0,99893.1,327.8007,1.28692e-06,-250.0,-96.22878,32.89038,186.6616,32.89038,dense urban air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
0.0,1240.0,300.0,99893.3,340.352,9.72094e-07,-250.0,-96.22878,34.15038,187.9216,34.15038,urban high rise air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
0.0,1570.0,300.0,235.824,659.6048,6.20175e-08,-250.0,-87.9897,9.462398,171.4727,9.462398,urban high rise air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
10.0,60.0,300.0,912.968,197.8684,4.36732e-07,-250.0,-87.9897,-0.0644078,161.9459,-0.0644078,sea sky,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
10.0,570.0,300.0,707.478,227.5072,5.82364e-09,-250.0,-87.9897,0.7919919,162.8023,0.7919919,dense urban air,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
10.0,1000.0,300.0,794.021,90.95326,2.7574e-08,-250.0,-87.9897,-4.311406,157.6989,-4.311406,dense urban air,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
10.0,1280.0,300.0,662.193,474.9892,1.39987e-07,-250.0,-87.9897,6.2192,168.2295,6.2192,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
10.0,1630.0,300.0,99894.9,388.4397,1.02446e-06,-250.0,-96.22878,38.97679,192.748,38.97679,urban high rise air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
20.0,130.0,300.0,943.154,243.6974,5.70608e-07,-250.0,-87.9897,1.228794,163.2391,1.228794,sea sky,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
20.0,640.0,300.0,511.845,343.1619,5.83928e-08,-250.0,-87.9897,3.588499,165.5988,3.588499,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
20.0,1040.0,300.0,967.054,144.0738,5.62512e-09,-250.0,-87.9897,-1.886908,160.1234,-1.886908,dense urban air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
20.0,1320.0,300.0,508.763,258.0855,6.41739e-08,-250.0,-87.9897,1.601699,163.612,1.601699,urban high rise air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
20.0,1700.0,300.0,711.695,293.6828,1.77987e-08,-250.0,-87.9897,2.472795,164.4831,2.472795,urban high rise air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
30.0,200.0,300.0,1001.05,143.5913,8.60401e-08,-250.0,-87.9897,-1.905409,160.1049,-1.905409,sea sky,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
30.0,700.0,300.0,1025.6,35.11245,1.0445e-07,-250.0,-87.9897,-8.880507,153.1298,-8.880507,dense urban air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
30.0,1080.0,300.0,462.196,397.6706,1.09726e-07,-250.0,-87.9897,4.724401,166.7347,4.724401,dense urban air,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
30.0,1360.0,300.0,350.104,486.6824,2.14883e-08,-250.0,-87.9897,6.436199,168.4465,6.436199,urban high rise air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
30.0,1770.0,300.0,366.959,279.9861,3.09135e-08,-250.0,-87.9897,2.145494,164.1558,2.145494,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
40.0,270.0,300.0,483.865,319.8786,7.89161e-08,-250.0,-87.9897,3.075298,165.0856,3.075298,sea sky,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
40.0,760.0,300.0,437.584,258.1717,2.45448e-08,-250.0,-87.9897,1.603893,163.6142,1.603893,dense urban air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
40.0,1110.0,300.0,99892.7,384.0962,7.78082e-07,-250.0,-96.22878,38.54088,192.3121,38.54088,dense urban air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
40.0,1400.0,300.0,1059.39,124.795,3.49498e-09,-250.0,-87.9897,-2.667099,159.3432,-2.667099,urban high rise air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
40.0,1840.0,300.0,752.724,211.3427,9.14382e-09,-250.0,-87.9897,0.334991,162.3453,0.334991,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
50.0,330.0,300.0,99894.8,381.0092,9.99999e-07,-250.0,-96.22878,38.23108,192.0023,38.23108,sea sky,Satellite,Satellite,xxx,40.233,2.5,400,20.0
50.0,820.0,300.0,581.898,303.8415,2.4912e-08,-250.0,-87.9897,2.709898,164.7202,2.709898,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
50.0,1150.0,300.0,757.482,289.323,1.43362e-07,-250.0,-87.9897,2.369598,164.3799,2.369598,dense urban air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
50.0,1430.0,300.0,650.146,13.67238,1.42615e-07,-250.0,-87.9897,-13.1403,148.87,-13.1403,urban high rise air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
50.0,1910.0,300.0,311.694,535.1188,3.44143e-08,-250.0,-87.9897,7.315096,169.3254,7.315096,urban high rise air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
60.0,400.0,300.0,702.474,269.5295,2.18547e-08,-250.0,-87.9897,1.889194,163.8995,1.889194,dense urban air,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
60.0,870.0,300.0,882.672,94.42304,1.39533e-07,-250.0,-87.9897,-4.1213,157.889,-4.1213,dense urban air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
60.0,1190.0,300.0,409.902,286.6131,1.03774e-08,-250.0,-87.9897,2.304996,164.3153,2.304996,dense urban air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
60.0,1480.0,300.0,483.01,458.6487,3.29555e-07,-250.0,-87.9897,5.912393,167.9227,5.912393,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
60.0,1970.0,300.0,99897.2,400.6982,7.91384e-07,-250.0,-96.22878,40.20698,193.9782,40.20698,urban high rise air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
70.0,470.0,300.0,627.248,328.0447,2.53983e-07,-250.0,-87.9897,3.257497,165.2678,3.257497,dense urban air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
70.0,930.0,300.0,355.865,259.352,1.86052e-08,-250.0,-87.9897,1.633896,163.6442,1.633896,dense urban air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
70.0,1230.0,300.0,450.281,406.3051,4.67832e-08,-250.0,-87.9897,4.897293,166.9076,4.897293,dense urban air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
70.0,1540.0,300.0,192.907,705.2648,2.47916e-08,-250.0,-87.9897,10.221,172.2313,10.221,urban high rise air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
80.0,30.0,300.0,884.788,233.3948,3.57321e-08,-250.0,-87.9897,0.9530958,162.9634,0.9530958,sea sky,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
80.0,540.0,300.0,686.123,266.4748,5.11409e-08,-250.0,-87.9897,1.813196,163.8235,1.813196,dense urban air,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
80.0,980.0,300.0,99892.3,405.2721,5.63075e-07,-250.0,-96.22878,40.66598,194.4372,40.66598,dense urban air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
80.0,1270.0,300.0,451.204,424.7942,9.59948e-08,-250.0,-87.9897,5.261997,167.2723,5.261997,urban high rise air,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
80.0,1610.0,2.0,721.608,0.02118646,4.11495e-07,-250.0,-87.9897,-41.3413,120.669,-41.3413,urban high rise ground,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
90.0,100.0,2.0,100194.0,342.1222,8.19381e-08,-250.0,-96.22878,34.32808,188.0993,34.32808,sea surface,Satellite,Satellite,xxx,40.233,2.5,400,20.0
90.0,610.0,2.0,443.5,0.01102974,8.62143e-07,-250.0,-87.9897,-44.17631,117.834,-44.17631,dense urban ground,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
90.0,1030.0,150.0,407.192,416.2674,4.10899e-08,-250.0,-87.9897,5.094703,167.105,5.094703,dense urban air,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
90.0,1310.0,150.0,369.477,463.8488,2.2713e-08,-250.0,-87.9897,6.010498,168.0208,6.010498,urban high rise air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
90.0,1680.0,150.0,607.166,12.35501,1.1189e-06,-250.0,-87.9897,-13.5903,148.42,-13.5903,urban high rise air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
100.0,180.0,150.0,989.487,141.321,1.84962e-08,-250.0,-87.9897,-1.993109,160.0172,-1.993109,sea sky,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
100.0,720.0,300.0,968.54,0.4524114,7.09624e-07,-250.0,-87.9897,-28.0433,133.967,-28.0433,dense urban air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
100.0,1130.0,150.0,662.412,154.8491,5.29855e-08,-250.0,-87.9897,-1.485611,160.5247,-1.485611,dense urban air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
100.0,1450.0,300.0,485.777,258.1522,1.40199e-07,-250.0,-87.9897,1.603397,163.6137,1.603397,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
100.0,1970.0,300.0,344.179,242.2718,2.83666e-08,-250.0,-87.9897,1.191095,163.2014,1.191095,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
110.0,480.0,150.0,558.677,386.4694,5.32894e-07,-250.0,-87.9897,4.497493,166.5078,4.497493,dense urban air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
110.0,1000.0,300.0,663.576,266.4026,4.30959e-08,-250.0,-87.9897,1.811393,163.8217,1.811393,dense urban air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
110.0,1330.0,150.0,100043.0,401.6709,3.19615e-07,-250.0,-96.22878,40.30459,194.0758,40.30459,urban high rise air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
110.0,1800.0,2.0,639.276,0.004819167,4.76624e-07,-250.0,-87.9897,-47.77229,114.238,-47.77229,urban high rise ground,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
120.0,320.0,150.0,100044.0,397.6679,5.16798e-07,-250.0,-96.22878,39.90288,193.6741,39.90288,sea sky,Satellite,Satellite,xxx,40.233,2.5,400,20.0
120.0,870.0,2.0,232.706,417.1199,9.04926e-08,-250.0,-87.9897,5.111497,167.1218,5.111497,dense urban ground,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
120.0,1240.0,2.0,619.066,0.007305812,1.94743e-07,-250.0,-87.9897,-45.96531,116.045,-45.96531,urban high rise ground,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
120.0,1640.0,150.0,277.739,746.4705,7.06807e-08,-250.0,-87.9897,10.89579,172.9061,10.89579,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
130.0,180.0,300.0,978.174,129.918,2.90836e-08,-250.0,-87.9897,-2.450997,159.5593,-2.450997,sea sky,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
130.0,730.0,300.0,406.153,311.2453,1.60395e-07,-250.0,-87.9897,2.87989,164.8902,2.87989,dense urban air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
130.0,1150.0,300.0,812.929,185.0227,3.79852e-09,-250.0,-87.9897,-0.4632055,161.5471,-0.4632055,dense urban air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
130.0,1490.0,300.0,194.815,703.1721,2.67845e-08,-250.0,-87.9897,10.18649,172.1968,10.18649,urban high rise air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
140.0,30.0,2.0,100194.0,346.8493,8.37293e-08,-250.0,-96.22878,34.80258,188.5738,34.80258,sea surface,Satellite,Satellite,xxx,40.233,2.5,400,20.0
140.0,540.0,2.0,484.657,0.6783647,7.42377e-07,-250.0,-87.9897,-26.28231,135.728,-26.28231,dense urban ground,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
140.0,980.0,2.0,100190.0,390.4276,1.31928e-07,-250.0,-96.22878,39.17629,192.9475,39.17629,dense urban ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
140.0,1270.0,2.0,450.077,36.21623,2.8616e-07,-250.0,-87.9897,-8.737608,153.2727,-8.737608,urban high rise ground,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
140.0,1610.0,2.0,236.89,18.30812,1.25383e-07,-250.0,-87.9897,-11.8371,150.1732,-11.8371,urban high rise ground,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
150.0,100.0,2.0,742.357,0.6325552,3.9692e-07,-250.0,-87.9897,-26.5863,135.424,-26.5863,sea surface,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
150.0,610.0,2.0,625.387,52.87547,2.08817e-08,-250.0,-87.9897,-6.9655,155.0448,-6.9655,dense urban ground,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
150.0,1020.0,2.0,688.53,0.03330803,1.4292e-07,-250.0,-87.9897,-39.3763,122.634,-39.3763,dense urban ground,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
150.0,1300.0,2.0,100190.0,332.1048,4.82877e-08,-250.0,-96.22878,33.32248,187.0937,33.32248,urban high rise ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
150.0,1670.0,2.0,100192.0,156.4752,1.19769e-07,-250.0,-96.22878,15.58278,169.354,15.58278,urban high rise ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
160.0,170.0,2.0,835.603,0.680866,1.62377e-06,-250.0,-87.9897,-26.2663,135.744,-26.2663,sea surface,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
160.0,710.0,150.0,100042.0,454.1907,4.75205e-07,-250.0,-96.22878,45.57489,199.3461,45.57489,dense urban air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
160.0,1110.0,300.0,815.729,190.829,2.054e-08,-250.0,-87.9897,-0.2806056,161.7297,-0.2806056,dense urban air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
160.0,1410.0,300.0,495.196,535.9372,1.39615e-07,-250.0,-87.9897,7.329696,169.34,7.329696,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
160.0,1870.0,300.0,647.436,254.9901,2.08435e-08,-250.0,-87.9897,1.522592,163.5329,1.522592,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
170.0,360.0,300.0,99893.5,308.2197,9.23084e-07,-250.0,-96.22878,30.92428,184.6955,30.92428,sea sky,Satellite,Satellite,xxx,40.233,2.5,400,20.0
170.0,910.0,300.0,301.065,228.2074,4.09964e-08,-250.0,-87.9897,0.8112941,162.8216,0.8112941,dense urban air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
170.0,1260.0,300.0,623.393,454.9686,1.40557e-07,-250.0,-87.9897,5.842689,167.853,5.842689,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
170.0,1680.0,300.0,573.733,349.2993,6.0435e-08,-250.0,-87.9897,3.720697,165.731,3.720697,urban high rise air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
180.0,220.0,150.0,385.415,447.4522,9.48852e-09,-250.0,-87.9897,5.6996,167.7099,5.6996,sea sky,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
180.0,760.0,2.0,866.472,0.003961599,2.27974e-07,-250.0,-87.9897,-48.62331,113.387,-48.62331,dense urban ground,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
180.0,1170.0,150.0,246.495,772.262,7.64843e-08,-250.0,-87.9897,11.3141,173.3244,11.3141,dense urban air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
180.0,1510.0,300.0,529.216,420.9165,3.51851e-08,-250.0,-87.9897,5.186104,167.1964,5.186104,urban high rise air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
190.0,70.0,2.0,1083.36,106.6546,3.6202e-10,-250.0,-87.9897,-3.494898,158.5154,-3.494898,sea surface,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
190.0,610.0,300.0,348.518,491.9664,2.4851e-08,-250.0,-87.9897,6.533598,168.5439,6.533598,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
190.0,1070.0,150.0,179.388,476.6418,3.17888e-07,-250.0,-87.9897,6.249994,168.2603,6.249994,dense urban air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
190.0,1400.0,150.0,447.414,665.6762,1.29974e-07,-250.0,-87.9897,9.564003,171.5743,9.564003,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
190.0,1920.0,300.0,638.807,261.7422,8.96389e-09,-250.0,-87.9897,1.694396,163.7047,1.694396,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
200.0,430.0,2.0,362.862,0.8933093,1.48749e-07,-250.0,-87.9897,-25.0853,136.925,-25.0853,dense urban ground,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
200.0,890.0,2.0,749.676,0.001323953,1.03435e-07,-250.0,-87.9897,-53.38331,108.627,-53.38331,dense urban ground,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
200.0,1200.0,2.0,541.234,0.01216927,6.96413e-07,-250.0,-87.9897,-43.74931,118.261,-43.74931,dense urban ground,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
200.0,1500.0,2.0,269.994,30.99417,2.91529e-07,-250.0,-87.9897,-9.453904,152.5564,-9.453904,urban high rise ground,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
200.0,2000.0,2.0,700.041,0.02709281,3.5261e-07,-250.0,-87.9897,-40.2733,121.737,-40.2733,urban high rise ground,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
210.0,490.0,2.0,100190.0,383.584,1.19945e-07,-250.0,-96.22878,38.48949,192.2607,38.48949,dense urban ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
210.0,950.0,2.0,120.549,173.8033,5.31641e-07,-250.0,-87.9897,-0.8280054,161.1823,-0.8280054,dense urban ground,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
210.0,1240.0,2.0,752.552,0.001889183,1.4247e-06,-250.0,-87.9897,-51.83929,110.171,-51.83929,urban high rise ground,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
210.0,1560.0,2.0,292.443,2.505457,4.5434e-07,-250.0,-87.9897,-20.59431,141.416,-20.59431,urban high rise ground,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
220.0,60.0,2.0,516.148,264.8155,1.44204e-07,-250.0,-87.9897,1.771692,163.782,1.771692,sea surface,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
220.0,590.0,2.0,100190.0,418.8804,3.80222e-08,-250.0,-96.22878,42.03159,195.8028,42.03159,dense urban ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
220.0,1030.0,300.0,829.758,361.442,1.37607e-07,-250.0,-87.9897,3.97879,165.9891,3.97879,dense urban air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
220.0,1350.0,300.0,627.578,276.0702,2.27001e-08,-250.0,-87.9897,2.050193,164.0605,2.050193,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
220.0,1750.0,300.0,99893.9,374.2615,9.32872e-07,-250.0,-96.22878,37.55389,191.3251,37.55389,urban high rise air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
230.0,250.0,300.0,786.232,258.1717,3.55778e-08,-250.0,-87.9897,1.603893,163.6142,1.603893,sea sky,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
230.0,800.0,2.0,212.772,22.46508,2.91466e-07,-250.0,-87.9897,-10.9168,151.0935,-10.9168,dense urban ground,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
230.0,1200.0,150.0,289.318,557.2837,3.56546e-08,-250.0,-87.9897,7.707895,169.7182,7.707895,dense urban air,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
230.0,1550.0,300.0,128.503,731.3097,4.65196e-08,-250.0,-87.9897,10.64849,172.6588,10.64849,urban high rise air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
240.0,100.0,150.0,898.877,241.8153,1.09388e-07,-250.0,-87.9897,1.178993,163.1893,1.178993,sea sky,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
240.0,650.0,300.0,507.922,308.499,7.09475e-08,-250.0,-87.9897,2.8171,164.8274,2.8171,dense urban air,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
240.0,1090.0,300.0,676.143,282.3937,1.13292e-08,-250.0,-87.9897,2.203697,164.214,2.203697,dense urban air,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
240.0,1420.0,300.0,478.362,393.8574,9.17088e-09,-250.0,-87.9897,4.647497,166.6578,4.647497,urban high rise air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
240.0,1950.0,300.0,668.723,0.7631314,7.03948e-07,-250.0,-87.9897,-25.77031,136.24,-25.77031,urban high rise air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
250.0,470.0,300.0,249.209,623.0972,3.72105e-08,-250.0,-87.9897,8.846096,170.8564,8.846096,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
250.0,980.0,2.0,100189.0,358.8746,1.20394e-07,-250.0,-96.22878,36.00958,189.7808,36.00958,dense urban ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
250.0,1320.0,150.0,512.698,598.0023,2.16486e-07,-250.0,-87.9897,8.416599,170.4269,8.416599,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
250.0,1780.0,300.0,99893.9,380.8408,9.10549e-07,-250.0,-96.22878,38.21418,191.9854,38.21418,urban high rise air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
260.0,310.0,300.0,272.259,572.8276,5.77995e-08,-250.0,-87.9897,7.980293,169.9906,7.980293,sea sky,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
260.0,790.0,300.0,826.892,135.375,3.2035e-08,-250.0,-87.9897,-2.228104,159.7822,-2.228104,dense urban air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
260.0,1140.0,300.0,243.731,656.1454,9.4194e-08,-250.0,-87.9897,9.404396,171.4147,9.404396,dense urban air,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
260.0,1420.0,300.0,249.305,610.7486,4.32918e-08,-250.0,-87.9897,8.635391,170.6457,8.635391,urban high rise air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
260.0,1880.0,300.0,559.137,304.1745,9.68482e-09,-250.0,-87.9897,2.717594,164.7279,2.717594,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
270.0,370.0,300.0,99892.7,411.6637,4.93717e-07,-250.0,-96.22878,41.30739,195.0786,41.30739,sea sky,Satellite,Satellite,xxx,40.233,2.5,400,20.0
270.0,850.0,300.0,291.616,187.4302,2.78485e-08,-250.0,-87.9897,-0.3870073,161.6233,-0.3870073,dense urban air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
270.0,1170.0,300.0,99890.9,436.9295,9.34055e-07,-250.0,-96.22878,43.84279,197.614,43.84279,dense urban air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
270.0,1460.0,300.0,429.44,342.4963,1.38558e-07,-250.0,-87.9897,3.574089,165.5844,3.574089,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
270.0,1950.0,300.0,313.485,524.7363,4.5751e-08,-250.0,-87.9897,7.129196,169.1395,7.129196,urban high rise air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
280.0,450.0,150.0,550.6,426.5212,6.67852e-08,-250.0,-87.9897,5.2957,167.306,5.2957,dense urban air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
280.0,940.0,2.0,662.37,0.8800586,4.30454e-07,-250.0,-87.9897,-25.15031,136.86,-25.15031,dense urban ground,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
280.0,1280.0,150.0,433.716,305.5311,2.9329e-08,-250.0,-87.9897,2.748893,164.7592,2.748893,urban high rise air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
280.0,1640.0,150.0,104.657,622.2331,3.3071e-08,-250.0,-87.9897,8.83139,170.8417,8.83139,urban high rise air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
290.0,130.0,150.0,641.35,35.75282,1.92466e-06,-250.0,-87.9897,-8.797099,153.2132,-8.797099,sea sky,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
290.0,680.0,300.0,400.225,219.7964,1.03623e-08,-250.0,-87.9897,0.5767952,162.5871,0.5767952,dense urban air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
290.0,1110.0,300.0,660.341,286.2366,1.50287e-08,-250.0,-87.9897,2.295994,164.3063,2.295994,dense urban air,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
290.0,1440.0,300.0,433.094,347.4595,2.95229e-08,-250.0,-87.9897,3.681196,165.6915,3.681196,urban high rise air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
290.0,1990.0,150.0,184.767,55.79645,3.62215e-07,-250.0,-87.9897,-6.709305,155.301,-6.709305,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
300.0,500.0,150.0,406.19,517.5181,1.7207e-07,-250.0,-87.9897,6.999191,169.0095,6.999191,dense urban air,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
300.0,1010.0,300.0,652.881,240.1904,2.46836e-08,-250.0,-87.9897,1.135801,163.1461,1.135801,dense urban air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
300.0,1340.0,150.0,100041.0,393.7807,4.12272e-07,-250.0,-96.22878,39.51278,193.284,39.51278,urban high rise air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
300.0,1810.0,300.0,536.982,0.01656005,4.43738e-07,-250.0,-87.9897,-42.4113,119.599,-42.4113,urban high rise air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
310.0,330.0,150.0,100043.0,407.9258,4.2062e-07,-250.0,-96.22878,40.93229,194.7035,40.93229,sea sky,Satellite,Satellite,xxx,40.233,2.5,400,20.0
